Price,Beds,Baths,sq.ft,Floor,Units,Northern_Exposure,Southern_Exposure,Eastern_Exposure,Western_Exposure,Balcony,Walk_In_Closet,Fireplace,City_Skyline,Kitchen_Island,Stainless_Appliances,Renovated,Office_Space,Days_Till_Available,Estimated_Vacancy
2265,0,1,539,2,232,0,0,1,0,0,0,0,0,0,0,0,0,19,0.03879310345
2465,1,1,625,3,232,0,0,1,0,0,0,0,0,0,0,0,0,61,0.03879310345
2480,1,1,625,1,232,0,0,0,1,0,0,0,0,0,0,0,0,31,0.03879310345
2485,1,1,625,4,232,0,0,1,0,0,0,0,0,0,0,0,0,30,0.03879310345
2495,1,1,625,5,232,1,0,1,0,0,0,0,0,0,0,0,0,30,0.03879310345
2495,1,1,625,2,232,0,0,0,1,0,0,0,0,0,0,0,0,57,0.03879310345
2690,1,1,840,4,232,0,1,1,0,0,0,0,0,0,0,0,0,19,0.03879310345
2695,1,1,840,2,232,0,0,0,1,0,0,0,0,0,0,0,0,55,0.03879310345
3060,2,1,963,2,232,0,1,1,0,0,0,0,0,0,0,0,0,60,0.03879310345
2580,1,1,740,2,316,0,1,0,0,1,0,0,0,0,1,0,0,39,0.0664556962
2585,1,1,740,2,316,1,0,0,0,1,0,0,0,0,1,0,0,33,0.0664556962
2595,1,1,740,2,316,1,0,0,1,1,0,0,0,0,1,0,0,31,0.0664556962
2660,1,1,740,2,316,1,0,0,0,1,0,0,0,0,1,0,0,46,0.0664556962
2803,1,1,860,1,316,1,0,0,0,1,0,0,0,0,1,0,0,38,0.0664556962
2808,1,1,860,1,316,1,0,0,0,1,0,0,0,0,1,0,0,58,0.0664556962
3194,2,2,1253,3,316,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0664556962
3236,2,1,1169,3,316,0,1,0,0,1,0,0,0,0,1,0,0,24,0.0664556962
3294,2,2,1253,3,316,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0664556962
3365,2,1,1133,2,316,1,0,1,0,1,0,0,0,0,1,0,0,26,0.0664556962
3400,2,2,1197,1,316,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0664556962
3500,2,2,1197,1,316,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0664556962
3515,2,1,1133,2,316,1,0,0,0,1,0,0,0,0,1,0,0,60,0.0664556962
3535,2,2,1197,1,316,1,0,1,0,1,0,0,0,0,1,0,0,54,0.0664556962
3560,2,2,1217,2,316,0,1,0,0,1,0,0,0,0,1,0,0,62,0.0664556962
3635,2,2,1197,1,316,0,1,1,0,1,0,0,0,0,1,0,0,54,0.0664556962
3649,2,2,1376,2,316,0,1,0,0,1,0,0,0,0,1,0,1,3,0.0664556962
3714,2,2,1376,2,316,1,0,0,0,1,0,0,0,0,1,0,1,26,0.0664556962
3749,2,2,1376,2,316,0,1,1,0,1,0,0,0,0,1,0,1,19,0.0664556962
3769,2,2,1376,2,316,0,0,1,0,1,0,0,0,0,1,0,1,26,0.0664556962
3779,2,2,1365,1,316,1,0,0,0,1,0,0,0,0,1,0,1,26,0.0664556962
2515,0,1,767,2,134,0,0,1,0,1,1,0,0,0,1,0,0,46,0.05223880597
2570,1,1,845,1,134,0,1,0,0,1,0,0,0,0,1,0,0,0,0.05223880597
2635,1,1,845,2,134,0,0,1,0,1,0,0,0,0,1,0,0,53,0.05223880597
2700,1,1,845,4,134,1,0,0,0,1,0,0,0,0,1,0,0,0,0.05223880597
2990,1,1,1195,2,134,1,0,1,0,1,0,0,0,0,1,0,1,0,0.05223880597
3425,2,2,1152,3,134,1,0,0,0,1,1,0,0,0,1,0,0,25,0.05223880597
3620,2,2,1441,1,134,0,0,0,1,1,0,0,0,0,1,0,0,55,0.05223880597
2060,1,1,618,2,336,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0505952381
2120,1,1,651,3,336,1,0,0,0,0,0,1,0,0,1,0,0,2,0.0505952381
2120,1,1,651,2,336,0,1,0,1,0,0,1,0,0,0,0,0,74,0.0505952381
2160,1,1,716,2,336,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0505952381
2160,1,1,716,2,336,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0505952381
2160,1,1,651,3,336,0,0,0,1,0,0,1,0,0,0,0,0,27,0.0505952381
2170,1,1,651,3,336,0,0,0,1,0,0,1,0,0,0,0,0,55,0.0505952381
2175,1,1,651,3,336,1,0,0,0,0,0,1,0,0,0,0,0,47,0.0505952381
2195,1,1,716,2,336,1,0,1,0,0,0,1,0,0,0,0,0,69,0.0505952381
2675,2,2,968,2,336,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0505952381
2755,2,2,968,2,336,0,1,0,1,0,0,1,0,0,0,0,0,47,0.0505952381
2760,2,2,968,2,336,0,1,0,1,0,0,1,0,0,0,0,0,54,0.0505952381
2760,2,2,968,2,336,1,0,1,0,0,0,1,0,0,0,0,0,58,0.0505952381
2775,2,2,1081,1,336,0,0,1,0,0,0,0,0,0,0,0,0,79,0.0505952381
2790,2,2,1081,1,336,0,0,0,1,0,0,0,0,0,0,0,0,62,0.0505952381
2810,2,2,968,2,336,1,0,0,0,0,0,1,0,0,0,0,0,33,0.0505952381
2860,2,2,1081,2,336,0,0,0,1,0,0,1,0,0,0,0,0,48,0.0505952381
2146,1,1,766,4,156,0,0,0,1,0,0,0,0,0,0,0,0,20,0.09615384615
2171,1,1,687,2,156,0,1,0,0,0,0,0,0,0,0,0,0,12,0.09615384615
2260,1,1,780,5,156,0,0,0,1,0,0,0,0,0,0,0,0,61,0.09615384615
2270,1,1,780,2,156,0,0,1,0,0,0,0,0,0,0,0,0,25,0.09615384615
2305,2,1,978,1,156,0,0,1,0,0,0,0,0,0,0,0,0,39,0.09615384615
2511,2,2,1075,2,156,0,1,0,0,1,0,0,0,0,0,0,0,34,0.09615384615
2561,2,2,1061,4,156,0,0,0,1,0,0,1,0,0,0,0,0,40,0.09615384615
2585,2,2,1030,4,156,0,0,0,1,0,0,0,0,0,1,0,0,9,0.09615384615
2590,2,1,1030,3,156,0,0,1,0,0,0,0,0,0,1,0,0,18,0.09615384615
2625,2,2,1132,3,156,1,0,0,0,0,0,1,0,0,0,0,0,41,0.09615384615
2645,2,2,1289,2,156,0,1,0,0,0,0,0,0,0,0,0,0,47,0.09615384615
2681,2,2,1132,4,156,0,1,0,0,0,0,1,0,0,0,0,0,3,0.09615384615
2716,2,2,1289,4,156,0,1,0,0,0,0,1,0,0,0,0,0,25,0.09615384615
2815,2,2,1280,3,156,0,0,0,1,0,0,1,0,0,0,0,0,23,0.09615384615
2950,2,2,1300,3,156,1,0,0,1,0,0,1,0,0,1,0,0,33,0.09615384615
2915,1,1,731,4,281,0,0,0,0,0,0,0,0,0,0,0,0,79,0.02135231317
3515,2,2,1000,7,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02135231317
3525,2,2,1112,4,281,0,0,0,0,0,0,0,0,0,0,0,0,62,0.02135231317
3595,2,2,1112,3,281,0,0,0,0,0,0,0,0,0,0,0,0,54,0.02135231317
3620,2,2,1112,3,281,0,0,0,0,0,0,0,0,0,0,0,0,51,0.02135231317
3700,2,2,1121,4,281,0,0,0,0,0,0,0,0,0,0,0,0,53,0.02135231317
3010,2,2,1395,3,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005555555556
2655,1,1,775,3,348,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0316091954
2725,1,1,721,3,348,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0316091954
2735,1,1,721,4,348,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0316091954
2745,1,1,721,1,348,0,1,0,0,1,0,0,0,0,0,1,0,81,0.0316091954
2825,1,1,775,1,348,1,0,0,0,0,0,0,0,0,0,1,0,81,0.0316091954
2835,1,1,800,1,348,0,0,1,0,0,0,0,0,0,0,1,0,25,0.0316091954
2835,1,1,721,5,348,1,0,0,0,1,0,0,0,0,0,1,0,55,0.0316091954
2910,1,1,721,4,348,0,1,1,0,1,0,0,1,0,0,1,0,67,0.0316091954
3445,2,2,1213,4,348,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0316091954
3605,2,2,1217,3,348,1,0,0,1,0,0,0,0,0,0,1,0,68,0.0316091954
4505,3,2,1518,5,348,1,0,0,1,0,0,0,0,0,0,1,0,53,0.0316091954
2195,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,55,0.0625
2215,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,54,0.0625
2215,1,1,770,2,320,0,0,0,0,0,0,1,0,0,0,0,0,55,0.0625
2220,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,81,0.0625
2225,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,67,0.0625
2270,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
2275,1,1,770,1,320,0,0,0,0,0,0,1,0,0,0,0,0,39,0.0625
2315,1,1,651,2,320,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0625
2450,1,1,770,2,320,0,0,0,0,0,0,1,0,0,0,0,0,26,0.0625
2510,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0625
2530,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0625
2530,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0625
2555,2,2,1045,1,320,0,0,0,0,0,0,1,0,0,0,0,0,12,0.0625
2595,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0625
2650,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,33,0.0625
2665,2,2,1140,1,320,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0625
2740,2,2,1045,1,320,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0625
2795,2,2,1247,2,320,0,0,0,0,0,0,0,0,0,0,0,0,66,0.0625
3475,3,2,1245,2,320,0,0,0,0,0,0,1,0,0,0,0,0,53,0.0625
3475,3,2,1245,2,320,0,0,0,0,0,0,1,0,0,0,0,0,55,0.0625
3790,1,1,699,2,273,0,0,0,1,0,0,0,0,0,0,0,0,38,0.04761904762
4315,1,1,709,14,273,1,0,0,1,0,0,0,0,0,0,0,0,21,0.04761904762
4387,1,1,708,15,273,0,0,1,0,0,0,0,0,0,0,0,0,9,0.04761904762
4469,1,1,708,16,273,0,0,1,0,0,0,0,0,0,0,0,0,7,0.04761904762
4685,2,2,993,1,273,0,0,0,1,0,0,0,0,0,0,0,0,9,0.04761904762
4713,2,2,1046,6,273,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04761904762
4778,2,2,1046,3,273,0,0,0,0,0,0,0,0,0,0,0,0,16,0.04761904762
4875,2,2,1048,4,273,0,1,0,0,0,0,0,0,0,0,0,0,39,0.04761904762
4946,2,2,1030,14,273,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04761904762
4993,2,2,1066,4,273,0,0,0,0,0,0,0,0,0,0,0,0,50,0.04761904762
5164,2,2,1164,5,273,1,0,1,0,0,0,0,0,0,0,0,0,17,0.04761904762
5206,2,2,1043,12,273,0,0,1,0,0,0,0,0,0,0,0,0,72,0.04761904762
5473,2,2,1040,2,273,1,0,0,0,0,0,0,0,0,0,0,0,12,0.04761904762
3415,0,1,498,35,348,0,0,0,0,0,0,0,0,0,0,0,0,8,0.03448275862
3505,0,1,498,38,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448275862
3789,0,1,518,22,348,0,0,0,0,0,0,0,0,0,0,0,0,55,0.03448275862
3846,1,1,797,7,348,0,0,0,0,1,0,0,0,0,0,0,0,9,0.03448275862
3851,1,1,771,2,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448275862
3856,1,1,745,14,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448275862
4623,1,1,745,38,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448275862
4655,1,1,652,29,348,0,0,0,0,0,0,0,0,0,0,0,0,40,0.03448275862
5274,2,2,1118,35,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03448275862
5676,2,2,1135,27,348,0,0,0,0,1,0,0,0,0,0,0,0,19,0.03448275862
5819,2,2,1135,22,348,0,0,0,0,1,0,0,0,0,0,0,0,29,0.03448275862
5983,2,2,1185,28,348,0,0,0,0,1,0,0,0,0,0,0,0,32,0.03448275862
1785,0,1,239,1,102,0,1,0,0,0,0,0,0,0,0,0,0,8,0.06862745098
1964,0,1,233,5,102,1,0,0,0,0,0,0,0,0,0,0,0,20,0.06862745098
1971,0,1,240,3,102,1,0,0,0,0,0,0,0,0,0,0,0,19,0.06862745098
1984,0,1,230,4,102,0,1,0,0,0,0,0,0,0,0,0,0,11,0.06862745098
2022,0,1,240,5,102,1,0,0,0,0,0,0,0,0,0,0,0,25,0.06862745098
2022,0,1,233,5,102,0,1,0,0,0,0,0,0,0,0,0,0,26,0.06862745098
2085,0,1,239,2,102,0,1,0,0,0,0,0,0,0,0,0,0,69,0.06862745098
2617,0,1,533,3,410,1,0,0,0,1,0,0,0,0,0,0,0,43,0.08292682927
2642,0,1,533,3,410,0,1,0,0,1,0,0,0,0,0,1,0,0,0.08292682927
2769,1,1,645,4,410,0,0,1,0,1,0,0,0,0,0,0,0,7,0.08292682927
2823,1,1,664,1,410,1,0,0,0,1,0,0,0,0,0,0,0,0,0.08292682927
2877,1,1,664,4,410,0,1,1,0,1,0,0,0,0,0,0,0,15,0.08292682927
2879,1,1,564,1,410,0,0,0,1,1,0,0,0,0,0,0,0,23,0.08292682927
2880,1,1,725,2,410,0,1,0,0,0,0,0,0,0,0,0,0,30,0.08292682927
2904,1,1,645,2,410,0,0,0,1,0,0,0,0,0,0,0,0,16,0.08292682927
2912,1,1,725,7,410,0,0,1,0,1,0,0,0,0,0,0,0,0,0.08292682927
2931,1,1,645,7,410,0,0,1,0,1,0,0,0,0,0,0,0,29,0.08292682927
2936,1,1,725,4,410,0,1,0,1,1,0,0,0,0,0,0,0,31,0.08292682927
2976,1,1,725,5,410,1,0,0,0,1,0,0,0,0,0,0,0,0,0.08292682927
2978,1,1,725,8,410,0,0,1,0,1,0,0,0,0,0,0,0,0,0.08292682927
2982,1,1,664,4,410,1,0,0,1,1,0,0,0,0,0,0,0,24,0.08292682927
3012,1,1,564,1,410,0,0,1,0,1,0,0,0,0,0,1,0,8,0.08292682927
3036,1,1,725,1,410,0,1,0,0,1,0,0,0,0,0,0,0,16,0.08292682927
3074,1,1,725,3,410,1,0,0,0,1,0,0,0,0,0,0,0,31,0.08292682927
3076,1,1,725,4,410,0,0,1,0,1,0,0,0,0,0,0,0,25,0.08292682927
3079,1,1,725,4,410,0,0,0,1,1,0,0,0,0,0,0,0,3,0.08292682927
3122,1,1,564,1,410,0,0,1,0,1,0,0,0,0,0,1,0,31,0.08292682927
3131,1,1,725,1,410,1,0,0,0,1,0,0,0,0,0,0,0,37,0.08292682927
3134,1,1,725,7,410,0,0,1,0,1,0,0,0,0,0,0,0,31,0.08292682927
3148,1,1,725,6,410,1,0,0,0,1,0,0,0,0,0,0,0,39,0.08292682927
3360,1,1,725,5,410,0,0,1,0,1,0,0,0,0,0,1,0,31,0.08292682927
3677,2,2,1044,3,410,0,0,0,1,1,0,0,0,0,0,0,0,3,0.08292682927
3796,2,2,1044,9,410,0,0,1,0,1,0,0,0,0,0,0,0,3,0.08292682927
3943,2,2,1044,3,410,1,0,0,1,1,0,0,0,0,0,0,0,17,0.08292682927
3967,2,2,1133,1,410,0,0,0,1,1,0,0,0,0,0,0,0,0,0.08292682927
4119,2,2,1044,6,410,0,0,1,0,1,0,0,0,0,0,0,0,36,0.08292682927
4134,2,2,1044,6,410,1,0,0,1,1,0,0,0,0,0,1,0,8,0.08292682927
4168,2,2,1044,9,410,0,0,1,0,1,0,0,0,0,0,1,0,0,0.08292682927
4300,2,2,1130,2,410,0,0,0,1,0,0,0,0,0,0,1,0,45,0.08292682927
4329,2,2,1133,2,410,0,0,0,1,0,0,0,0,0,0,1,0,9,0.08292682927
4346,2,2,1130,2,410,1,0,1,0,0,0,0,0,0,0,0,0,23,0.08292682927
2695,0,1,441,1,453,0,0,0,0,0,0,0,0,0,0,0,0,10,0.06843267108
2830,0,1,454,1,453,0,0,0,0,0,0,0,0,0,0,0,0,39,0.06843267108
2894,1,1,538,4,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06843267108
2997,1,1,549,6,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06843267108
3009,1,1,544,4,453,0,0,0,0,0,0,0,0,0,0,0,0,18,0.06843267108
3024,1,1,550,5,453,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06843267108
3069,1,1,674,5,453,0,0,0,0,0,0,0,0,0,0,0,0,11,0.06843267108
3094,1,1,542,4,453,0,0,0,0,0,0,0,0,0,0,0,0,34,0.06843267108
3106,1,1,549,5,453,0,0,0,0,0,0,0,0,0,0,0,0,27,0.06843267108
3150,1,1,550,6,453,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06843267108
3166,1,1,590,5,453,0,0,0,0,0,0,0,0,0,0,0,0,11,0.06843267108
3263,1,1,692,5,453,0,0,0,0,0,0,0,0,0,0,0,0,12,0.06843267108
3270,1,1,692,3,453,0,0,0,0,0,0,0,0,0,0,0,0,27,0.06843267108
3270,1,1,687,3,453,0,0,0,0,0,0,0,0,0,0,0,0,27,0.06843267108
3301,1,1,689,5,453,0,0,0,0,0,0,0,0,0,0,0,0,34,0.06843267108
3302,1,1,599,6,453,0,0,0,0,0,0,0,0,0,0,0,0,25,0.06843267108
3319,1,1,653,2,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06843267108
3319,1,1,686,2,453,0,0,0,0,0,0,0,0,0,0,0,0,6,0.06843267108
3369,1,1,662,2,453,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06843267108
3407,1,1,657,5,453,0,0,0,0,0,0,0,0,0,0,0,0,19,0.06843267108
3427,1,1,673,2,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06843267108
3495,1,1,733,4,453,0,0,0,0,0,0,0,1,0,0,0,0,17,0.06843267108
3518,1,1,648,5,453,0,0,0,0,0,0,0,0,0,0,0,0,34,0.06843267108
3547,1,1,728,5,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06843267108
3554,1,1,733,3,453,0,0,0,0,0,0,0,1,0,0,0,0,26,0.06843267108
3907,1,1,951,4,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06843267108
4567,2,2,947,6,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06843267108
4616,2,2,948,5,453,0,0,0,0,0,0,0,1,0,0,0,0,2,0.06843267108
4667,2,2,948,6,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06843267108
4797,2,2,948,5,453,0,0,0,0,1,0,0,1,0,0,0,0,0,0.06843267108
5782,2,2,1472,6,453,0,0,0,0,0,0,0,0,0,0,0,0,26,0.06843267108
2894,0,1,481,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05809128631
3223,0,1,449,6,241,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05809128631
3386,1,1,654,3,241,0,0,0,0,0,0,0,0,0,0,0,0,29,0.05809128631
3417,1,1,651,5,241,0,0,0,0,0,0,0,0,0,0,0,0,30,0.05809128631
3562,1,1,692,4,241,0,0,0,0,0,0,0,0,0,0,0,0,30,0.05809128631
3809,1,1,701,5,241,0,1,0,0,0,0,0,0,0,0,0,0,15,0.05809128631
3881,1,1,679,5,241,0,0,0,0,0,0,0,1,0,0,0,0,31,0.05809128631
3909,1,1,658,4,241,0,1,0,0,0,0,0,0,0,0,0,0,36,0.05809128631
3921,1,1,659,6,241,0,0,0,0,0,0,0,0,0,0,0,0,54,0.05809128631
3922,1,1,729,6,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05809128631
4763,2,2,979,6,241,0,0,0,0,0,0,0,0,0,0,0,0,9,0.05809128631
5073,2,2,1014,6,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05809128631
5814,3,2,1306,3,241,0,0,0,0,0,0,0,0,0,0,0,0,38,0.05809128631
5878,3,2,1306,4,241,0,0,0,0,0,0,0,0,0,0,0,0,57,0.05809128631
2600,0,1,466,3,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579064588
2965,1,1,600,3,449,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0579064588
2985,1,1,600,2,449,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0579064588
3030,1,1,600,2,449,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0579064588
3075,1,1,625,6,449,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0579064588
3130,1,1,623,6,449,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0579064588
3175,1,1,607,6,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579064588
3195,1,1,600,6,449,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0579064588
3270,1,1,733,6,449,0,0,0,0,1,0,0,0,0,0,0,0,9,0.0579064588
3280,1,1,733,6,449,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0579064588
3300,1,1,709,5,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579064588
3330,1,1,709,4,449,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0579064588
3375,1,1,709,3,449,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0579064588
3450,1,1,794,2,449,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0579064588
3455,1,1,719,5,449,0,0,0,0,0,0,0,0,0,0,0,0,65,0.0579064588
3480,1,1,715,4,449,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0579064588
3590,1,1,794,5,449,0,0,0,0,0,0,0,0,0,0,0,0,58,0.0579064588
3623,1,1,723,1,449,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0579064588
3658,1,1,718,2,449,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0579064588
3670,1,1,709,6,449,0,0,0,0,1,0,0,0,0,0,0,0,9,0.0579064588
4478,2,2,1009,2,449,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0579064588
4560,2,2,1014,6,449,0,0,0,0,1,0,0,0,0,0,0,0,26,0.0579064588
4645,2,2,1017,5,449,0,0,0,0,1,0,0,0,0,0,0,0,36,0.0579064588
4805,2,2,1024,5,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579064588
5305,2,2,1212,5,449,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0579064588
6313,3,2,1384,1,449,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0579064588
2009,0,1,460,2,165,1,0,0,0,0,1,0,0,0,0,0,0,3,0.09090909091
2025,0,1,408,4,165,1,0,0,0,0,0,0,0,0,0,0,0,26,0.09090909091
2036,0,1,498,2,165,1,0,0,0,0,1,0,0,0,0,0,0,5,0.09090909091
2053,0,1,458,2,165,0,1,0,0,0,1,0,0,0,0,0,0,12,0.09090909091
2084,0,1,460,3,165,1,0,0,0,0,1,0,0,0,0,0,0,55,0.09090909091
2090,0,1,498,7,165,1,0,0,0,0,1,0,0,0,0,0,0,24,0.09090909091
2108,0,1,458,6,165,0,1,0,0,0,1,0,0,0,0,0,0,47,0.09090909091
2110,0,1,460,5,165,1,0,0,0,0,0,0,0,0,0,1,0,0,0.09090909091
2123,0,1,460,4,165,0,1,0,0,0,1,0,0,0,0,0,0,61,0.09090909091
2190,0,1,460,4,165,0,1,0,0,0,1,0,0,0,0,1,0,0,0.09090909091
2236,0,1,491,12,165,1,0,0,0,0,1,0,0,0,0,0,0,26,0.09090909091
2265,0,1,498,14,165,0,1,0,0,0,1,0,0,0,0,0,0,0,0.09090909091
2459,1,1,530,4,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09090909091
2627,1,1,729,3,165,0,1,0,0,0,0,0,0,0,0,0,0,19,0.09090909091
2802,1,1,729,14,165,0,1,1,0,0,0,0,0,0,0,0,0,0,0.09090909091
1709,0,1,415,4,117,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1623931624
1808,0,1,415,3,117,0,0,1,0,0,0,0,0,0,0,1,0,20,0.1623931624
1832,0,1,415,5,117,0,0,1,0,0,0,0,0,0,0,0,0,19,0.1623931624
1833,0,1,415,6,117,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1623931624
1905,0,1,415,7,117,0,0,1,0,0,0,0,1,0,0,0,0,0,0.1623931624
1905,0,1,415,7,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
1905,0,1,415,7,117,0,0,0,1,0,0,0,1,0,0,1,0,0,0.1623931624
1917,0,1,415,8,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
1927,0,1,415,8,117,0,0,0,1,0,0,0,1,0,0,1,0,18,0.1623931624
1928,0,1,415,9,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
1928,0,1,415,9,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
1928,0,1,415,9,117,0,0,1,0,0,0,0,1,0,0,1,0,33,0.1623931624
1992,0,1,415,8,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
2047,0,1,415,1,117,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1623931624
2099,0,1,415,1,117,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1623931624
2122,0,1,415,1,117,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1623931624
2485,1,1,775,6,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1623931624
2494,1,1,775,8,117,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1623931624
2795,1,1,657,1,117,0,0,0,1,0,0,0,0,0,0,1,0,51,0.1623931624
2300,0,1,575,1,267,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03745318352
2301,0,1,530,4,267,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03745318352
2409,0,1,530,2,267,0,1,0,0,0,0,0,0,0,0,0,0,5,0.03745318352
2416,0,1,575,3,267,0,1,0,0,0,0,0,0,0,0,0,0,13,0.03745318352
2439,0,1,530,2,267,1,0,0,0,0,0,0,0,0,0,0,0,31,0.03745318352
2446,1,1,635,3,267,0,0,0,0,0,0,0,0,0,0,0,0,4,0.03745318352
2550,1,1,695,4,267,0,0,0,0,0,0,1,0,0,0,0,0,12,0.03745318352
3226,2,1,935,1,267,0,0,1,0,0,0,0,0,0,0,0,0,25,0.03745318352
4282,3,2,1340,1,267,0,0,0,1,0,0,0,0,0,0,0,0,18,0.03745318352
4295,3,2,1340,2,267,0,0,0,1,0,0,0,0,0,0,0,0,19,0.03745318352
2732,0,1,651,2,173,0,0,1,0,0,0,0,0,0,0,0,0,26,0.04046242775
2975,1,1,765,2,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04046242775
2975,1,1,776,2,173,0,0,1,0,0,0,0,0,0,0,0,0,3,0.04046242775
3071,1,1,776,4,173,0,0,1,0,0,0,0,0,0,0,0,0,4,0.04046242775
3085,1,1,765,2,173,0,0,0,1,0,0,0,0,0,0,0,0,30,0.04046242775
3242,1,1,734,4,173,0,0,1,0,0,0,0,0,0,0,0,0,9,0.04046242775
3373,1,1,999,2,173,1,0,1,0,0,0,0,0,0,0,0,0,48,0.04046242775
2632,0,1,282,1,155,0,0,1,0,1,0,0,0,0,0,0,0,19,0.04516129032
2900,1,1,693,1,155,0,1,0,0,0,0,0,0,0,0,0,0,12,0.04516129032
2974,1,1,693,1,155,0,0,1,0,0,0,0,0,0,0,1,0,12,0.04516129032
3165,1,1,726,3,155,0,0,1,0,0,0,0,0,0,0,1,0,55,0.04516129032
3270,1,1,823,2,155,1,0,0,0,0,0,0,0,0,0,1,0,26,0.04516129032
