Price,Beds,Baths,sq.ft,Floor,Units,Northern_Exposure,Southern_Exposure,Eastern_Exposure,Western_Exposure,Balcony,Walk_In_Closet,Fireplace,City_Skyline,Kitchen_Island,Stainless_Appliances,Renovated,Office_Space,Days_Till_Available,Estimated_Vacancy
3535,2,2,1197,1,316,1,0,1,0,1,0,0,0,0,1,0,0,58,0.06962025316
3635,2,2,1197,1,316,0,1,1,0,1,0,0,0,0,1,0,0,58,0.06962025316
3649,2,2,1376,2,316,0,1,0,0,1,0,0,0,0,1,0,1,6,0.06962025316
3724,2,2,1376,2,316,1,0,0,0,1,0,0,0,0,1,0,1,29,0.06962025316
3764,2,2,1376,2,316,0,1,1,0,1,0,0,0,0,1,0,1,23,0.06962025316
3779,2,2,1376,2,316,0,0,1,0,1,0,0,0,0,1,0,1,30,0.06962025316
3789,2,2,1365,1,316,1,0,0,0,1,0,0,0,0,1,0,1,29,0.06962025316
2580,0,1,767,2,134,0,0,1,0,1,1,0,0,0,1,0,0,50,0.0447761194
2665,1,1,845,2,134,0,0,1,0,1,0,0,0,0,1,0,0,57,0.0447761194
2700,1,1,845,1,134,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0447761194
3120,1,1,1195,2,134,1,0,1,0,1,0,0,0,0,1,0,1,0,0.0447761194
3450,2,2,1152,3,134,1,0,0,0,1,1,0,0,0,1,0,0,29,0.0447761194
3575,2,2,1441,1,134,0,0,0,1,1,0,0,0,0,1,0,0,45,0.0447761194
2080,1,1,618,2,336,0,0,1,0,0,0,1,0,0,0,0,0,0,0.05357142857
2140,1,1,651,3,336,1,0,0,0,0,0,1,0,0,1,0,0,2,0.05357142857
2140,1,1,651,2,336,0,1,0,1,0,0,1,0,0,0,0,0,78,0.05357142857
2180,1,1,716,2,336,0,1,0,1,0,0,1,0,0,0,0,0,0,0.05357142857
2180,1,1,716,2,336,1,0,0,1,0,0,1,0,0,0,0,0,0,0.05357142857
2180,1,1,651,3,336,0,0,0,1,0,0,1,0,0,0,0,0,31,0.05357142857
2180,1,1,651,3,336,0,0,0,1,0,0,1,0,0,0,0,0,59,0.05357142857
2190,1,1,716,3,336,1,0,0,1,0,0,1,0,0,0,0,0,29,0.05357142857
2190,1,1,651,3,336,1,0,0,0,0,0,1,0,0,0,0,0,51,0.05357142857
2205,1,1,716,2,336,1,0,1,0,0,0,1,0,0,0,0,0,73,0.05357142857
2740,2,2,968,2,336,0,1,0,1,0,0,1,0,0,0,0,0,4,0.05357142857
2765,2,2,968,2,336,0,1,0,1,0,0,1,0,0,0,0,0,51,0.05357142857
2770,2,2,968,2,336,0,1,0,1,0,0,1,0,0,0,0,0,58,0.05357142857
2770,2,2,968,2,336,1,0,1,0,0,0,1,0,0,0,0,0,62,0.05357142857
2790,2,2,1081,1,336,0,0,1,0,0,0,0,0,0,0,0,0,83,0.05357142857
2805,2,2,1081,1,336,0,0,0,1,0,0,0,0,0,0,0,0,66,0.05357142857
2830,2,2,968,2,336,1,0,0,0,0,0,1,0,0,0,0,0,37,0.05357142857
2870,2,2,1081,2,336,0,0,0,1,0,0,1,0,0,0,0,0,52,0.05357142857
2031,1,1,687,2,156,0,1,0,0,0,0,0,0,0,0,0,0,16,0.1153846154
2056,1,1,766,4,156,0,0,0,1,0,0,0,0,0,0,0,0,24,0.1153846154
2060,1,1,766,3,156,0,0,1,0,0,0,0,0,0,0,0,0,14,0.1153846154
2126,1,1,863,4,156,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1153846154
2195,1,1,780,5,156,0,0,1,0,0,0,0,0,0,0,0,0,7,0.1153846154
2210,1,1,780,2,156,0,0,1,0,0,0,0,0,0,0,0,0,29,0.1153846154
2415,2,1,978,3,156,0,0,1,0,0,0,0,0,0,0,0,0,29,0.1153846154
2440,2,1,978,2,156,0,0,0,1,0,0,0,0,0,0,0,0,45,0.1153846154
2531,2,2,1075,2,156,0,1,0,0,1,0,0,0,0,0,0,0,38,0.1153846154
2630,2,1,1030,3,156,0,0,1,0,0,0,0,0,0,1,0,0,22,0.1153846154
2636,2,2,1061,4,156,0,0,0,1,0,0,1,0,0,0,0,0,44,0.1153846154
2700,2,2,1030,4,156,0,0,0,1,0,0,0,0,0,1,0,0,13,0.1153846154
2700,2,2,1132,3,156,1,0,0,0,0,0,1,0,0,0,0,0,45,0.1153846154
2720,2,2,1289,2,156,0,1,0,0,0,0,0,0,0,0,0,0,51,0.1153846154
2736,2,2,1289,4,156,0,1,0,0,0,0,1,0,0,0,0,0,29,0.1153846154
2855,2,2,1280,3,156,0,0,0,1,0,0,1,0,0,0,0,0,27,0.1153846154
2970,2,2,1300,3,156,1,0,0,1,0,0,1,0,0,1,0,0,37,0.1153846154
3055,2,2,1300,5,156,1,0,0,1,0,0,1,1,0,1,0,0,58,0.1153846154
3435,2,2,1112,2,281,0,0,0,0,0,0,0,0,0,0,0,0,59,0.01423487544
3490,2,2,1000,7,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01423487544
3495,2,2,1112,3,281,0,0,0,0,0,0,0,0,0,0,0,0,58,0.01423487544
3520,2,2,1112,3,281,0,0,0,0,0,0,0,0,0,0,0,0,55,0.01423487544
3030,2,2,1395,3,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005555555556
2585,1,1,775,3,348,1,0,0,0,0,0,0,0,0,0,1,0,0,0.03735632184
2655,1,1,721,3,348,1,0,0,0,1,0,0,0,0,0,1,0,0,0.03735632184
2665,1,1,721,4,348,1,0,0,0,1,0,0,0,0,0,1,0,0,0.03735632184
2675,1,1,721,1,348,0,1,0,0,1,0,0,0,0,0,1,0,85,0.03735632184
2755,1,1,800,1,348,0,0,1,0,0,0,0,0,0,0,1,0,29,0.03735632184
2765,1,1,721,5,348,1,0,0,0,1,0,0,0,0,0,1,0,59,0.03735632184
2785,1,1,721,3,348,0,1,1,0,1,0,0,1,0,0,1,0,62,0.03735632184
2820,1,1,1015,4,348,0,1,0,0,0,0,0,0,0,0,1,0,14,0.03735632184
2830,1,1,721,4,348,0,1,1,0,1,0,0,1,0,0,1,0,71,0.03735632184
3180,2,2,1141,1,348,1,0,0,1,0,0,0,0,0,0,1,0,0,0.03735632184
3330,2,2,1161,3,348,0,1,0,1,0,0,0,0,0,0,1,0,62,0.03735632184
3500,2,2,1217,3,348,1,0,0,1,0,0,0,0,0,0,1,0,72,0.03735632184
4455,3,2,1518,5,348,1,0,0,1,0,0,0,0,0,0,1,0,57,0.03735632184
2320,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,59,0.059375
2320,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,85,0.059375
2325,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,71,0.059375
2340,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,58,0.059375
2340,1,1,770,2,320,0,0,0,0,0,0,1,0,0,0,0,0,59,0.059375
2370,1,1,770,1,320,0,0,0,0,0,0,1,0,0,0,0,0,43,0.059375
2400,1,1,651,2,320,0,0,0,0,0,0,0,0,0,0,0,0,41,0.059375
2500,1,1,805,1,320,0,0,0,0,0,0,0,0,0,0,0,0,5,0.059375
2555,1,1,770,2,320,0,0,0,0,0,0,1,0,0,0,0,0,30,0.059375
2510,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,6,0.059375
2530,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,5,0.059375
2530,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,6,0.059375
2555,2,2,1045,1,320,0,0,0,0,0,0,1,0,0,0,0,0,16,0.059375
2615,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,58,0.059375
2655,2,2,1045,2,320,0,0,0,0,0,0,1,0,0,0,0,0,37,0.059375
2665,2,2,1140,1,320,0,0,0,0,0,0,0,0,0,0,0,0,23,0.059375
2810,2,2,1247,2,320,0,0,0,0,0,0,0,0,0,0,0,0,70,0.059375
3530,3,2,1245,2,320,0,0,0,0,0,0,1,0,0,0,0,0,57,0.059375
3530,3,2,1245,2,320,0,0,0,0,0,0,1,0,0,0,0,0,59,0.059375
3810,1,1,699,2,273,0,0,0,1,0,0,0,0,0,0,0,0,42,0.05128205128
3918,1,1,724,5,273,1,0,0,0,0,0,0,0,0,0,0,0,49,0.05128205128
4320,1,1,709,14,273,1,0,0,1,0,0,0,0,0,0,0,0,25,0.05128205128
4402,1,1,708,15,273,0,0,1,0,0,0,0,0,0,0,0,0,13,0.05128205128
4499,1,1,708,16,273,0,0,1,0,0,0,0,0,0,0,0,0,27,0.05128205128
4670,2,2,993,1,273,0,0,0,1,0,0,0,0,0,0,0,0,6,0.05128205128
4690,2,2,1006,2,273,0,0,0,0,0,0,0,0,0,0,0,0,20,0.05128205128
4768,2,2,1046,3,273,0,0,0,0,0,0,0,0,0,0,0,0,20,0.05128205128
4773,2,2,1046,6,273,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05128205128
4978,2,2,1066,4,273,0,0,0,0,0,0,0,0,0,0,0,0,54,0.05128205128
5006,2,2,1030,14,273,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05128205128
5154,2,2,1164,5,273,1,0,1,0,0,0,0,0,0,0,0,0,21,0.05128205128
5171,2,2,1043,12,273,0,0,1,0,0,0,0,0,0,0,0,0,76,0.05128205128
5463,2,2,1040,2,273,1,0,0,0,0,0,0,0,0,0,0,0,16,0.05128205128
3071,0,1,518,12,348,0,0,0,0,0,0,0,0,0,0,0,0,28,0.03735632184
3345,0,1,498,35,348,0,0,0,0,0,0,0,0,0,0,0,0,12,0.03735632184
3430,0,1,498,38,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03735632184
3811,1,1,771,2,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03735632184
3811,1,1,797,7,348,0,0,0,0,1,0,0,0,0,0,0,0,13,0.03735632184
3816,1,1,745,14,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03735632184
4570,1,1,652,29,348,0,0,0,0,0,0,0,0,0,0,0,0,35,0.03735632184
4583,1,1,745,38,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03735632184
4945,2,2,1100,6,348,0,0,0,0,0,0,0,0,0,0,0,0,37,0.03735632184
5184,2,2,1118,35,348,0,0,0,0,1,0,0,0,0,0,0,0,6,0.03735632184
5581,2,2,1185,24,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03735632184
5586,2,2,1135,27,348,0,0,0,0,1,0,0,0,0,0,0,0,22,0.03735632184
5749,2,2,1135,22,348,0,0,0,0,1,0,0,0,0,0,0,0,33,0.03735632184
1785,0,1,236,2,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1078431373
1885,0,1,239,1,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1078431373
1904,0,1,233,4,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1078431373
1925,0,1,238,2,102,1,0,0,0,0,0,0,0,0,0,0,0,15,0.1078431373
1933,0,1,240,6,102,1,0,0,0,0,0,0,0,0,0,0,0,3,0.1078431373
1974,0,1,233,5,102,1,0,0,0,0,0,0,0,0,0,0,0,24,0.1078431373
1981,0,1,240,3,102,1,0,0,0,0,0,0,0,0,0,0,0,23,0.1078431373
2002,0,1,240,5,102,1,0,0,0,0,0,0,0,0,0,0,0,29,0.1078431373
2002,0,1,233,5,102,0,1,0,0,0,0,0,0,0,0,0,0,30,0.1078431373
2004,0,1,230,4,102,0,1,0,0,0,0,0,0,0,0,0,0,15,0.1078431373
2055,0,1,238,6,102,1,0,0,0,0,0,0,0,0,0,0,0,5,0.1078431373
2597,0,1,533,3,410,1,0,0,0,1,0,0,0,0,0,0,0,47,0.08292682927
2712,0,1,533,3,410,0,1,0,0,1,0,0,0,0,0,1,0,0,0.08292682927
2864,0,1,533,2,410,0,0,0,1,0,0,0,0,0,0,1,0,77,0.08292682927
2844,1,1,645,4,410,0,0,1,0,1,0,0,0,0,0,0,0,8,0.08292682927
2898,1,1,664,1,410,1,0,0,0,1,0,0,0,0,0,0,0,0,0.08292682927
2930,1,1,725,2,410,0,1,0,0,0,0,0,0,0,0,0,0,34,0.08292682927
2939,1,1,564,1,410,0,0,0,1,1,0,0,0,0,0,0,0,27,0.08292682927
2942,1,1,664,4,410,0,1,1,0,1,0,0,0,0,0,0,0,19,0.08292682927
2948,1,1,725,3,410,0,0,1,0,1,0,0,0,0,0,0,0,0,0.08292682927
2969,1,1,645,2,410,0,0,0,1,0,0,0,0,0,0,0,0,20,0.08292682927
2981,1,1,645,7,410,0,0,1,0,1,0,0,0,0,0,0,0,33,0.08292682927
2986,1,1,725,4,410,0,1,0,1,1,0,0,0,0,0,0,0,35,0.08292682927
3037,1,1,725,7,410,0,0,1,0,1,0,0,0,0,0,0,0,0,0.08292682927
3042,1,1,664,4,410,1,0,0,1,1,0,0,0,0,0,0,0,28,0.08292682927
3051,1,1,725,5,410,1,0,0,0,1,0,0,0,0,0,0,0,4,0.08292682927
3101,1,1,725,1,410,0,1,0,0,1,0,0,0,0,0,0,0,20,0.08292682927
3103,1,1,725,8,410,0,0,1,0,1,0,0,0,0,0,0,0,0,0.08292682927
3124,1,1,725,3,410,1,0,0,0,1,0,0,0,0,0,0,0,35,0.08292682927
3126,1,1,725,4,410,0,0,1,0,1,0,0,0,0,0,0,0,29,0.08292682927
3154,1,1,725,4,410,0,0,0,1,1,0,0,0,0,0,0,0,7,0.08292682927
3172,1,1,564,1,410,0,0,1,0,1,0,0,0,0,0,1,0,35,0.08292682927
3184,1,1,725,7,410,0,0,1,0,1,0,0,0,0,0,0,0,35,0.08292682927
3198,1,1,725,6,410,1,0,0,0,1,0,0,0,0,0,0,0,43,0.08292682927
3337,1,1,725,8,410,0,0,1,0,1,0,0,0,0,0,1,0,20,0.08292682927
3772,2,2,1044,3,410,0,0,0,1,1,0,0,0,0,0,0,0,7,0.08292682927
3791,2,2,1044,9,410,0,0,1,0,1,0,0,0,0,0,0,0,7,0.08292682927
3943,2,2,1044,3,410,1,0,0,1,1,0,0,0,0,0,0,0,21,0.08292682927
3962,2,2,1133,1,410,0,0,0,1,1,0,0,0,0,0,0,0,1,0.08292682927
4109,2,2,1044,6,410,0,0,1,0,1,0,0,0,0,0,0,0,40,0.08292682927
4129,2,2,1044,6,410,1,0,0,1,1,0,0,0,0,0,1,0,12,0.08292682927
4163,2,2,1044,9,410,0,0,1,0,1,0,0,0,0,0,1,0,2,0.08292682927
4324,2,2,1133,2,410,0,0,0,1,0,0,0,0,0,0,1,0,13,0.08292682927
4336,2,2,1130,2,410,1,0,1,0,0,0,0,0,0,0,0,0,27,0.08292682927
4379,2,2,1130,2,410,0,0,0,1,0,0,0,0,0,0,0,0,33,0.08292682927
2770,0,1,441,1,453,0,0,0,0,0,0,0,0,0,0,0,0,14,0.07284768212
2885,0,1,454,1,453,0,0,0,0,0,0,0,0,0,0,0,0,43,0.07284768212
2964,1,1,538,4,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07284768212
3067,1,1,549,6,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07284768212
3074,1,1,544,4,453,0,0,0,0,0,0,0,0,0,0,0,0,22,0.07284768212
3094,1,1,550,5,453,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07284768212
3139,1,1,674,5,453,0,0,0,0,0,0,0,0,0,0,0,0,15,0.07284768212
3159,1,1,542,4,453,0,0,0,0,0,0,0,0,0,0,0,0,38,0.07284768212
3171,1,1,549,5,453,0,0,0,0,0,0,0,0,0,0,0,0,31,0.07284768212
3220,1,1,550,6,453,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07284768212
3236,1,1,590,5,453,0,0,0,0,0,0,0,0,0,0,0,0,15,0.07284768212
3264,1,1,767,2,453,0,0,0,0,0,0,0,0,0,0,0,0,37,0.07284768212
3333,1,1,692,5,453,0,0,0,0,0,0,0,0,0,0,0,0,16,0.07284768212
3335,1,1,692,3,453,0,0,0,0,0,0,0,0,0,0,0,0,31,0.07284768212
3335,1,1,687,3,453,0,0,0,0,0,0,0,0,0,0,0,0,31,0.07284768212
3366,1,1,689,5,453,0,0,0,0,0,0,0,0,0,0,0,0,38,0.07284768212
3367,1,1,599,6,453,0,0,0,0,0,0,0,0,0,0,0,0,29,0.07284768212
3389,1,1,653,2,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07284768212
3394,1,1,686,2,453,0,0,0,0,0,0,0,0,0,0,0,0,10,0.07284768212
3439,1,1,662,2,453,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07284768212
3472,1,1,657,5,453,0,0,0,0,0,0,0,0,0,0,0,0,23,0.07284768212
3497,1,1,673,2,453,0,0,0,0,0,0,0,0,0,0,0,0,4,0.07284768212
3565,1,1,733,4,453,0,0,0,0,0,0,0,1,0,0,0,0,21,0.07284768212
3583,1,1,648,5,453,0,0,0,0,0,0,0,0,0,0,0,0,38,0.07284768212
3617,1,1,728,5,453,0,0,0,0,0,0,0,1,0,0,0,0,4,0.07284768212
3619,1,1,733,3,453,0,0,0,0,0,0,0,1,0,0,0,0,30,0.07284768212
3977,1,1,951,4,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07284768212
4458,2,2,986,4,453,0,0,0,0,0,0,0,0,0,0,0,0,38,0.07284768212
4582,2,2,947,6,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07284768212
4631,2,2,948,5,453,0,0,0,0,0,0,0,1,0,0,0,0,3,0.07284768212
4682,2,2,948,6,453,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07284768212
4812,2,2,948,5,453,0,0,0,0,1,0,0,1,0,0,0,0,0,0.07284768212
5752,2,2,1472,6,453,0,0,0,0,0,0,0,0,0,0,0,0,30,0.07284768212
2770,0,1,481,4,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04564315353
2824,0,1,481,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04564315353
2845,0,1,478,5,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04564315353
3153,0,1,449,6,241,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04564315353
3582,1,1,692,4,241,0,0,0,0,0,0,0,0,0,0,0,0,34,0.04564315353
3829,1,1,701,5,241,0,1,0,0,0,0,0,0,0,0,0,0,19,0.04564315353
3901,1,1,679,5,241,0,0,0,0,0,0,0,1,0,0,0,0,35,0.04564315353
3934,1,1,658,4,241,0,1,0,0,0,0,0,0,0,0,0,0,40,0.04564315353
3937,1,1,729,6,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04564315353
4743,2,2,979,6,241,0,0,0,0,0,0,0,0,0,0,0,0,3,0.04564315353
5053,2,2,1014,6,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04564315353
2605,0,1,466,3,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06236080178
3035,1,1,625,5,449,0,0,0,0,0,0,0,0,0,0,0,0,7,0.06236080178
3045,1,1,600,3,449,0,0,0,0,0,0,0,0,0,0,0,0,20,0.06236080178
3060,1,1,600,2,449,0,0,0,0,0,0,0,0,0,0,0,0,24,0.06236080178
3105,1,1,600,2,449,0,0,0,0,0,0,0,0,0,0,0,0,52,0.06236080178
3150,1,1,625,6,449,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06236080178
3210,1,1,623,6,449,0,0,0,0,0,0,0,0,0,0,0,0,20,0.06236080178
3250,1,1,607,6,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06236080178
3270,1,1,600,6,449,0,0,0,0,0,0,0,0,0,0,0,0,41,0.06236080178
3325,1,1,733,6,449,0,0,0,0,1,0,0,0,0,0,0,0,13,0.06236080178
3330,1,1,733,6,449,0,0,0,0,0,0,0,0,0,0,0,0,48,0.06236080178
3350,1,1,709,5,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06236080178
3385,1,1,709,4,449,0,0,0,0,0,0,0,0,0,0,0,0,16,0.06236080178
3390,1,1,708,6,449,0,0,0,0,0,0,0,0,0,0,0,0,7,0.06236080178
3425,1,1,709,3,449,0,0,0,0,0,0,0,0,0,0,0,0,38,0.06236080178
3450,1,1,709,5,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06236080178
3475,1,1,733,6,449,0,0,0,0,0,0,0,0,0,0,0,0,22,0.06236080178
3505,1,1,794,2,449,0,0,0,0,0,0,0,0,0,0,0,0,15,0.06236080178
3505,1,1,719,5,449,0,0,0,0,0,0,0,0,0,0,0,0,69,0.06236080178
3535,1,1,715,4,449,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06236080178
3673,1,1,723,1,449,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06236080178
3703,1,1,718,2,449,0,0,0,0,0,0,0,0,0,0,0,0,33,0.06236080178
3720,1,1,709,6,449,0,0,0,0,1,0,0,0,0,0,0,0,8,0.06236080178
4493,2,2,1009,2,449,0,0,0,0,0,0,0,0,0,0,0,0,23,0.06236080178
4575,2,2,1014,6,449,0,0,0,0,1,0,0,0,0,0,0,0,30,0.06236080178
4935,2,2,1024,5,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06236080178
5435,2,2,1212,5,449,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06236080178
6458,3,2,1384,1,449,0,0,0,0,0,0,0,0,0,0,0,0,27,0.06236080178
2009,0,1,460,2,165,1,0,0,0,0,1,0,0,0,0,0,0,3,0.08484848485
2030,0,1,408,4,165,1,0,0,0,0,0,0,0,0,0,0,0,30,0.08484848485
2036,0,1,498,2,165,1,0,0,0,0,1,0,0,0,0,0,0,9,0.08484848485
2053,0,1,458,2,165,0,1,0,0,0,1,0,0,0,0,0,0,16,0.08484848485
2089,0,1,460,3,165,1,0,0,0,0,1,0,0,0,0,0,0,59,0.08484848485
2095,0,1,498,7,165,1,0,0,0,0,1,0,0,0,0,0,0,28,0.08484848485
2110,0,1,460,5,165,1,0,0,0,0,0,0,0,0,0,1,0,0,0.08484848485
2128,0,1,460,4,165,0,1,0,0,0,1,0,0,0,0,0,0,65,0.08484848485
2190,0,1,460,4,165,0,1,0,0,0,1,0,0,0,0,1,0,3,0.08484848485
2241,0,1,491,12,165,1,0,0,0,0,1,0,0,0,0,0,0,30,0.08484848485
2265,0,1,498,14,165,0,1,0,0,0,1,0,0,0,0,0,0,0,0.08484848485
2439,1,1,530,4,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08484848485
2607,1,1,729,3,165,0,1,0,0,0,0,0,0,0,0,0,0,23,0.08484848485
2782,1,1,729,14,165,0,1,1,0,0,0,0,0,0,0,0,0,0,0.08484848485
1808,0,1,415,3,117,0,0,1,0,0,0,0,0,0,0,1,0,24,0.1623931624
1833,0,1,415,6,117,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1623931624
1905,0,1,415,7,117,0,0,1,0,0,0,0,1,0,0,0,0,0,0.1623931624
1905,0,1,415,7,117,0,0,0,1,0,0,0,1,0,0,1,0,0,0.1623931624
1905,0,1,415,7,117,0,0,1,0,0,0,0,1,0,0,1,0,3,0.1623931624
1917,0,1,415,8,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
1927,0,1,415,8,117,0,0,0,1,0,0,0,1,0,0,1,0,22,0.1623931624
1928,0,1,415,9,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
1928,0,1,415,9,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
1928,0,1,415,9,117,0,0,0,1,0,0,0,1,0,0,1,0,0,0.1623931624
1928,0,1,415,9,117,0,0,1,0,0,0,0,1,0,0,1,0,9,0.1623931624
1992,0,1,415,8,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
2047,0,1,415,1,117,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1623931624
2099,0,1,415,1,117,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1623931624
2122,0,1,415,1,117,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1623931624
2482,1,1,775,7,117,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1623931624
2485,1,1,775,6,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1623931624
2494,1,1,775,8,117,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1623931624
2795,1,1,657,1,117,0,0,0,1,0,0,0,0,0,0,1,0,9,0.1623931624
2240,0,1,575,1,267,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03745318352
2264,0,1,575,3,267,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03745318352
2316,0,1,530,4,267,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03745318352
2349,0,1,530,2,267,0,1,0,0,0,0,0,0,0,0,0,0,6,0.03745318352
2356,0,1,575,3,267,0,1,0,0,0,0,0,0,0,0,0,0,17,0.03745318352
2379,0,1,530,2,267,1,0,0,0,0,0,0,0,0,0,0,0,35,0.03745318352
2570,1,1,695,4,267,0,0,0,0,0,0,1,0,0,0,0,0,16,0.03745318352
3263,2,1,935,3,267,0,0,1,0,0,0,1,0,0,0,0,0,29,0.03745318352
4217,3,2,1340,1,267,0,0,0,1,0,0,0,0,0,0,0,0,22,0.03745318352
4230,3,2,1340,2,267,0,0,0,1,0,0,0,0,0,0,0,0,23,0.03745318352
3125,1,1,765,2,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01156069364
3125,1,1,776,2,173,0,0,1,0,0,0,0,0,0,0,0,0,7,0.01156069364
2647,0,1,282,1,155,0,0,1,0,1,0,0,0,0,0,0,0,23,0.02580645161
2819,1,1,693,1,155,0,0,1,0,0,0,0,0,0,0,1,0,16,0.02580645161
2970,1,1,726,3,155,0,0,1,0,0,0,0,0,0,0,1,0,59,0.02580645161
3085,1,1,823,2,155,1,0,0,0,0,0,0,0,0,0,1,0,30,0.02580645161
2555,0,1,640,1,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1005434783
2702,1,1,750,3,368,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1005434783
2725,1,1,750,2,368,1,0,1,0,0,0,0,0,0,0,0,0,20,0.1005434783
2780,1,1,750,1,368,0,1,1,0,0,0,0,0,0,0,0,0,3,0.1005434783
2809,1,1,750,3,368,1,0,0,1,0,0,0,0,0,0,0,0,22,0.1005434783
2816,1,1,750,1,368,0,0,1,0,0,0,0,0,0,0,0,0,4,0.1005434783
2834,1,1,750,1,368,0,1,0,1,0,0,0,0,0,0,0,0,0,0.1005434783
2844,1,1,750,3,368,0,0,0,1,0,0,0,0,0,0,0,0,29,0.1005434783
2860,1,1,750,3,368,1,0,0,1,0,0,0,0,0,0,0,0,86,0.1005434783
2874,1,1,750,2,368,0,1,1,0,0,0,0,0,0,0,0,0,41,0.1005434783
2876,1,1,750,3,368,1,0,1,0,0,0,0,0,0,0,0,0,29,0.1005434783
2916,1,1,750,1,368,0,1,0,1,0,0,0,0,0,0,1,0,29,0.1005434783
2938,1,1,750,4,368,0,0,1,0,0,0,0,0,0,0,0,0,44,0.1005434783
2940,1,1,750,2,368,0,1,0,1,0,0,0,0,0,0,1,0,9,0.1005434783
2940,1,1,750,2,368,0,0,0,1,0,0,0,0,0,0,1,0,9,0.1005434783
2984,1,1,750,1,368,1,0,1,0,0,0,0,0,0,0,1,0,18,0.1005434783
2993,1,1,750,4,368,1,0,0,1,1,0,0,0,0,0,1,0,0,0.1005434783
2996,1,1,750,1,368,0,0,1,0,0,0,0,0,0,0,1,0,15,0.1005434783
3010,1,1,750,3,368,0,1,1,0,0,0,0,0,0,0,1,0,29,0.1005434783
3017,1,1,750,3,368,1,0,1,0,0,0,0,0,0,0,1,0,8,0.1005434783
3017,1,1,750,3,368,0,0,1,0,0,0,0,0,0,0,1,0,11,0.1005434783
